state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total,,
,,,2. Stocks Received,15535,1000,4600,1679,1160,2000,4780,4980,4860,18260,22420,620,81894,,
,,,3. Unusable Stock,2533,656,1030,435,704,448,731,663,736,1852,1665,435,11888,,
,,,4. Stock Distributed,11972,1476,1497,1468,1193,2862,4265,2193,1937,16815,12523,1690,59891,,
,,,5. Total Stock,4368,3236,5309,5085,4348,3038,2822,4322,6449,6042,14274,8753,68046,,
,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,5855,7628,6944,10599,10276,10686,8235,7759,8875,5370,4058,7261,93546,,
,,,2. Stocks Received,2710,200,4350,1880,2250,1600,1650,4650,800,650,6600,520,27860,,
,,,3. Unusable Stock,129,179,139,167,185,174,232,232,2182,331,177,157,4284,,
,,,4. Stock Distributed,808,705,556,2036,1655,3877,1448,2472,2123,1660,1590,1120,20050,,
,,,5. Total Stock,7628,6944,10599,10276,10686,8235,8205,9705,5370,4029,8891,6504,97072,,
,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,,,,,,,,,,,,,,,
,,,2. Stocks Received,,,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,,,,
,,,4. Stock Distributed,,,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,4040,5072,5112,5450,4900,2573,1160,2036,1313,1256,2596,2630,38138,,
,,,2. Stocks Received,1570,720,890,100,680,10,2040,1040,590,2710,1420,130,11900,,
,,,3. Unusable Stock,131,182,161,162,300,113,195,141,119,69,192,73,1838,,
,,,4. Stock Distributed,407,498,391,488,2707,1310,457,1287,528,1301,798,639,10811,,
,,,5. Total Stock,5072,5112,5450,4900,2573,1160,2548,1648,1256,2596,3026,2048,37389,,
,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,2773,3744,3436,3811,3267,2329,1820,2686,2956,2396,2151,2150,33519,,
,,,2. Stocks Received,1812,600,1210,320,945,700,2500,1550,590,1200,1350,585,13362,,
,,,3. Unusable Stock,209,142,294,147,269,196,192,165,148,213,140,111,2226,,
,,,4. Stock Distributed,632,766,541,717,1614,1013,847,1040,1002,1232,1475,809,11688,,
,,,5. Total Stock,3744,3436,3811,3267,2329,1820,3281,3031,2396,2151,1886,1815,32967,,
,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,,,,,,,,,,20,20,20,60,,
,,,2. Stocks Received,,,,,,,,,,,,,,,
,,,3. Unusable Stock,,,,,,,,,,,,20,20,,
,,,4. Stock Distributed,,,,,,,,,,,,,,,
,,,5. Total Stock,0,0,0,0,0,0,0,0,0,20,20,0,40,,
,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,4892,5166,4672,5554,4871,2533,2222,2108,5007,3769,3683,5216,49693,,
,,,2. Stocks Received,1912,1024,2200,671,1180,1570,1550,4750,950,2190,4020,1000,23017,,
,,,3. Unusable Stock,435,124,219,238,354,208,415,323,186,203,86,127,2918,,
,,,4. Stock Distributed,1203,1394,1099,1116,3164,1673,1175,1753,2002,2073,1885,1309,19846,,
,,,5. Total Stock,5166,4672,5554,4871,2533,2222,2182,4782,3769,3683,5732,4780,49946,,
,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,2209,1851,1513,1406,1329,1286,1114,1114,1051,946,859,828,15506,,
,,,2. Stocks Received,,,35,16,50,,20,20,50,,60,100,351,,
,,,3. Unusable Stock,263,185,2,,2,42,,,39,,5,91,629,,
,,,4. Stock Distributed,95,153,140,93,91,130,33,33,116,87,72,36,1079,,
,,,5. Total Stock,1851,1513,1406,1329,1286,1114,1101,1101,946,859,842,801,14149,,
,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,5090,5040,3040,1090,2160,1150,800,800,830,118340,147145,191545,477030,,
,,,2. Stocks Received,6000,500,600,2500,100,540,500,500,120600,37300,64170,12000,245310,,
3. Unusable Stock,,,,,740,,,,,,,,,1740,2480,,,
4. Stock Distributed,,,6050,2500,1810,1430,1110,890,480,480,3090,8495,11000,7138,44473,,,
5. Total Stock,,,5040,3040,1090,2160,1150,800,820,820,118340,147145,200315,194667,675387,,,
16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,4848,6986,4854,3729,3192,2456,2483,2483,6433,5734,7707,10811,61716,,,
,,2. Stocks Received,5492,,650,572,,589,4350,4350,1000,3200,2000,,22203,,,
,,3. Unusable Stock,,443,,,,6,,,,,,2,451,,,
,,4. Stock Distributed,3354,1689,1775,1109,736,556,880,880,1199,1227,1906,1013,16324,,,
,,5. Total Stock,6986,4854,3729,3192,2456,2483,5953,5953,6234,7707,7801,9796,67144,,,
16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,5118,5073,4954,4924,4694,4650,4130,4130,4122,3936,3866,2670,52267,,,
,,2. Stocks Received,100,,,,,,,,,,,,100,,,
,,3. Unusable Stock,125,,,,,,,,173,,,20,318,,,
,,4. Stock Distributed,20,119,30,230,44,520,6,6,13,70,31,21,1110,,,
,,5. Total Stock,5073,4954,4924,4694,4650,4130,4124,4124,3936,3866,3835,2629,50939,,,
16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,530,485,433,693,653,1000,965,965,788,756,996,956,9220,,,
,,2. Stocks Received,,,500,,500,,,,,500,,,1500,,,
,,3. Unusable Stock,,,,7,,,,,,,,,7,,,
,,4. Stock Distributed,45,52,240,33,153,35,40,40,32,260,40,46,1016,,,
,,5. Total Stock,485,433,693,653,1000,965,925,925,756,996,956,910,9697,,,
16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,1968,1857,1798,1842,1788,1809,1589,1739,744,682,642,835,17293,,,
,,2. Stocks Received,100,,100,165,280,50,200,,100,100,,220,1315,,,
,,3. Unusable Stock,,,,,,,498,498,,90,,,1086,,,
,,4. Stock Distributed,211,59,56,219,259,270,295,397,162,382,30,170,2510,,,
,,5. Total Stock,1857,1798,1842,1788,1809,1589,996,844,682,310,612,885,15012,,,
16.3.02,Stock Position of Gloves,1. Balance From Previous Month,3666,2769,2319,2697,2599,3441,2844,3044,2437,2078,2662,5670,36226,,,
,,2. Stocks Received,200,40,700,950,1400,,550,50,50,1000,7175,1400,13515,,,
,,3. Unusable Stock,3,,,,,,,,1,,,,4,,,
,,4. Stock Distributed,1094,490,322,1048,558,597,702,752,408,416,1062,2202,9651,,,
,,5. Total Stock,2769,2319,2697,2599,3441,2844,2692,2342,2078,2662,8775,4868,40086,,,
16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,450,300,200,100,100,100,100,100,50,,,,1500,,,
,,2. Stocks Received,,,,,,,,,,,,,,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,150,100,100,,,,,,50,,,,400,,,
,,5. Total Stock,300,200,100,100,100,100,100,100,0,0,0,0,1100,,,
16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,4237,4569,6940,6145,6389,5794,5612,5462,3170,3920,2901,2542,57681,,,
,,2. Stocks Received,1180,2900,,1170,100,1000,200,200,2500,170,4000,1500,14920,,,
,,3. Unusable Stock,,,,,,,20,20,520,,,,560,,,
,,4. Stock Distributed,848,529,795,926,695,1182,1372,1478,1230,1189,1550,420,12214,,,
,,5. Total Stock,4569,6940,6145,6389,5794,5612,4420,4164,3920,2901,5351,3622,59827,,,
16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,459,327,226,195,168,159,103,78,149,137,128,134,2263,,,
,,2. Stocks Received,70,,100,25,50,,,,,,150,500,895,,,
,,3. Unusable Stock,92,,,2,,,,,,,,,94,,,
,,4. Stock Distributed,110,101,131,50,59,56,30,20,12,9,50,51,679,,,
,,5. Total Stock,327,226,195,168,159,103,73,58,137,128,228,583,2385,,,
16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,214,214,164,164,114,88,77,77,57,56,54,,1279,,,
,,2. Stocks Received,50,,,,55,,,,,,,,105,,,
,,3. Unusable Stock,,,,,,,,,,,,,,,,
,,4. Stock Distributed,50,50,,50,81,11,,20,1,2,20,,285,,,
,,5. Total Stock,214,164,164,114,88,77,77,57,56,54,34,0,1099,,,
16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,331974,362490,310244,252094,236442,212910,201100,201100,214539,173882,117946,81979,2696700,,,
,,2. Stocks Received,82500,1040,8000,43070,43181,24390,75000,75000,10000,,31100,16500,409781,,,
,,3. Unusable Stock,,,783,,2010,,,,7062,,,12500,22355,,,
,,4. Stock Distributed,51984,53286,65367,58722,64703,36200,36779,39339,43595,55936,43100,17195,566206,,,
,,5. Total Stock,362490,310244,252094,236442,212910,201100,239321,236761,173882,117946,105946,68784,2517920,,,
16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,79061,84680,82829,79018,76119,66349,65202,65202,40897,96236,78253,65976,879822,,,
,,2. Stocks Received,17400,241,,195,,,500,500,63800,,11513,10180,104329,,,
,,3. Unusable Stock,,,,,1509,,,,,,2700,,4209,,,
,,4. Stock Distributed,11781,2092,3811,3094,8261,1147,10400,10400,8461,17983,20750,23489,121669,,,
,,5. Total Stock,84680,82829,79018,76119,66349,65202,55302,55302,96236,78253,66316,52667,858273,,,
16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,5771,4831,5271,4666,4952,4448,3718,3718,2709,3858,3550,3875,51367,,,
,,2. Stocks Received,1000,1000,,940,,480,1020,1020,1560,300,,1650,8970,,,
,,3. Unusable Stock,150,,,,,,,,,,,,150,,,
,,4. Stock Distributed,1790,560,605,654,504,1210,636,636,411,608,375,600,8589,,,
,,5. Total Stock,4831,5271,4666,4952,4448,3718,4102,4102,3858,3550,3175,4925,51598,,,
16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,9546,9558,7833,12549,12613,12165,11731,11731,12264,10271,8890,8444,127595,,,
,,2. Stocks Received,3624,,5200,2308,15,,6010,6010,2300,10,325,3506,29308,,,
,,3. Unusable Stock,47,16,11,204,144,49,161,161,62,93,54,28,1030,,,
,,4. Stock Distributed,3565,1709,473,2040,319,385,2257,2257,4231,1298,457,408,19399,,,
,,5. Total Stock,9558,7833,12549,12613,12165,11731,15323,15323,10271,8890,8704,11514,136474,,,
16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,9997,9795,7886,6152,10896,10438,8692,8692,7384,7729,4465,16253,108379,,,
,,2. Stocks Received,2200,150,288,6245,1000,345,165,165,3000,,11000,9000,33558,,,
,,3. Unusable Stock,,,,,,55,,,,,,,55,,,
,,4. Stock Distributed,2402,2059,2022,1501,1458,2036,2101,1601,2655,3264,1712,4118,26929,,,
,,5. Total Stock,9795,7886,6152,10896,10438,8692,6756,7256,7729,4465,13753,21135,114953,,,
16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,3984,3461,3197,4725,4620,4914,4466,4416,4893,4913,4763,4726,53078,,,
,,2. Stocks Received,100,200,2000,492,900,,1206,1206,400,200,200,200,7104,,,
,,3. Unusable Stock,10,19,56,81,235,26,39,39,26,39,25,25,620,,,
,,4. Stock Distributed,613,445,416,516,371,422,237,237,354,311,288,307,4517,,,
,,5. Total Stock,3461,3197,4725,4620,4914,4466,5396,5346,4913,4763,4650,4594,55045,,,
16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,46981,45252,45651,43607,42800,40689,37679,37179,38066,36378,41650,45834,501766,,,
,,2. Stocks Received,1300,3450,1000,4108,800,600,7000,7000,1800,8400,2200,3000,40658,,,
,,3. Unusable Stock,383,66,65,115,252,90,137,137,101,74,74,97,1591,,,
,,4. Stock Distributed,2646,2985,2979,4800,2659,3520,3468,3048,3387,3054,2590,5423,40559,,,
,,5. Total Stock,45252,45651,43607,42800,40689,37679,41074,40994,36378,41650,41186,43314,500274,,,
16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,3383,3160,2796,3104,3143,3313,3252,4252,4406,3427,3407,15180,52823,,,
,,2. Stocks Received,200,,500,292,400,200,3000,1000,,200,20000,1100,26892,,,
,,3. Unusable Stock,3,14,7,23,31,23,34,34,15,30,15,6,235,,,
,,4. Stock Distributed,420,244,185,230,199,238,1149,299,199,190,127,4868,8348,,,
,,5. Total Stock,3160,2902,3104,3143,3313,3252,5069,4919,4192,3407,23265,11406,71132,,,
17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,,,,1,1,1,,,,2,2,,7,,,
17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,1,,4,,2,1,4,,1,,,2,15,,,
,,2. Between 1 week & 4 weeks of birth,,,,,,,,,,,,,,,,
,,3. Total,1,,4,,2,1,4,,1,,,2,15,,,
17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,1,,,2,2,,1,1,,,,1,8,,,
,,2. Between 1 week & 4 weeks of birth,,,1,,,,,1,,1,,1,4,,,
,,3. Total,1,,1,2,2,,1,2,,1,,2,12,,,
17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,1,1,3,1,1,,2,1,,1,,,11,,,
,,2. Between 1 week & 4 weeks of birth,,1,,,,,,,,,,,1,,,
,,3. Total,1,2,3,1,1,,2,1,,1,,,12,,,
17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,1,2,,1,2,3,,,2,1,2,,14,,,
,,2. Between 1 week & 4 weeks of birth,2,1,2,,,,,1,,1,1,,8,,,
,,3. Total,3,3,2,1,2,3,,1,2,2,3,,22,,,
17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,,1,1,1,,,,,,1,,,4,,,
,,2. Between 1 year & 5 years,,,1,,,1,,1,,,,,3,,,
,,3. Total,,1,2,1,,1,,1,,1,,,7,,,
17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,,,,,,,,,,,,,,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,,,,,,,
17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,1. Between 1 month and 11 months,,,,,,,,1,,,1,,2,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,,,1,,,1,,2,,,
17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,1. Between 1 month and 11 months,,,,,,,,,,,,,,,,
,,2. Between 1 year & 5 years,,,,,,,,,,,,,,,,
,,3. Total,,,,,,,,,,,,,,,,
17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,2,2,1,1,5,3,1,1,,5,,1,22,,,
,,2. Between 1 year & 5 years,2,,1,1,,1,1,2,,3,,,11,,,
,,3. Total,4,2,2,2,5,4,2,3,,8,,1,33,,,
17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,,,,,,,,,,,,,
,,3. Above 55 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,5,3,6,3,4,2,4,2,3,1,4,,37,,,
,,3. Above 55 yrs.,,,,1,1,2,,1,2,1,2,1,11,,,
,,4. Total,5,3,6,4,5,4,4,3,5,2,6,1,48,,,
17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,1,,,,,,,,,,,,1,,,
,,2. 15-55 yrs.,2,,3,2,4,,,1,3,4,3,4,26,,,
,,3. Above 55 yrs.,1,1,3,1,3,1,3,3,1,6,7,1,31,,,
,,4. Total,4,1,6,3,7,1,3,4,4,10,10,5,58,,,
17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,,,,,,,,,,,,1,1,,,
,,2. 15-55 yrs.,1,,,,1,,1,,1,,,,4,,,
,,3. Above 55 yrs.,,,,,,,,2,,,,,2,,,
,,4. Total,1,,,,1,,1,2,1,,,1,7,,,
17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,2,,,,2,1,1,1,,4,1,1,13,,,
,,3. Above 55 yrs.,,,,,,,2,,,2,2,,6,,,
,,4. Total,2,,,,2,1,3,1,,6,3,1,19,,,
17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,2,,1,,,,1,1,,,,,5,,,
,,3. Above 55 yrs.,,,,,,,,,,,,,,,,
,,4. Total,2,,1,,,,1,1,,,,,5,,,
17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,,,,,,,1,,,,,1,2,,,
,,2. 15-55 yrs.,8,5,6,3,5,2,10,7,7,10,7,6,76,,,
,,3. Above 55 yrs.,9,12,10,16,6,9,20,17,14,10,9,11,143,,,
,,4. Total,17,17,16,19,11,11,31,24,21,20,16,18,221,,,
17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,2,1,,,,,,1,,5,9,,,
,,3. Above 55 yrs.,,,,,1,1,1,1,2,1,3,3,13,,,
,,4. Total,,,2,1,1,1,1,1,2,2,3,8,22,,,
17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,1,,,,,,,,1,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,1,,,,,,,,1,,,
17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,,,,,,,,,,,,,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion, obstructed or prolonged labour, severe hypertension or fits,,1. 6-14 yrs,,,,,,,,,,,,,
,,2. 15-49 yrs,1,,,1,,1,,1,1,,,,5,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,1,,,1,,1,,1,1,,,,5,,,
17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,8,4,3,4,6,3,2,4,7,9,5,15,70,,,
,,3. Above 55 yrs.,2,1,3,2,2,1,6,1,2,,1,1,22,,,
,,4. Total,10,5,6,6,8,4,8,5,9,9,6,16,92,,,
17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,3,3,2,6,3,4,2,2,2,3,4,6,40,,,
,,3. Above 55 yrs.,,1,1,2,1,,,,,,1,1,7,,,
,,4. Total,3,4,3,8,4,4,2,2,2,3,5,7,47,,,
17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,,,,,,,,,,,,,,,,
,,3. Above 55 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,,,,,,,,,,,,,,,
17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-55 yrs.,7,10,2,5,9,6,8,6,6,6,4,2,71,,,
,,3. Above 55 yrs.,7,5,8,9,7,5,7,8,8,8,4,1,77,,,
,,4. Total,14,15,10,14,16,11,15,14,14,14,8,3,148,,,
17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,,,1,,,,1,,,,,,2,,,
